"Player","Team","Opponent","FD Position","FD Salary","FD Projection","FD Value","FD Ownership","FDSlateID","FD Ceiling"
"New Orleans Saints","NO","CAR","D","4300","8.2","1.6","8.4","80801-12542","13.4"
"Lamar Jackson","BAL","NE","QB","8600","21.9","1.5","7.5","80801-63115","29.6"
"Tyreek Hill","MIA","BUF","WR","8400","16.2","1.5","9.1","80801-53681","26.2"
"New England Patriots","NE","BAL","D","3300","6.1","1.5","11.2","80801-12541","10.5"
"Kyler Murray","ARI","LA","QB","7800","19.4","1.4","4.3","80801-63484","27.4"
"Antonio Gibson","WAS","PHI","RB","6700","12.6","1.4","11.9","80801-90933","18.9"
"Jonathan Taylor","IND","KC","RB","9400","17.9","1.3","9.3","80801-89675","27.1"
"Jaylen Waddle","MIA","BUF","WR","7500","14.2","1.3","8.6","80801-90573","21.8"
"Arizona Cardinals","ARI","LA","D","3000","5.2","1.3","16.7","80801-12546","9.3"
"Las Vegas Raiders","LV","TEN","D","3400","6.0","1.3","10.8","80801-12537","10.5"
"Philadelphia Eagles","PHI","WAS","D","4000","7.2","1.3","3.9","80801-12545","12.1"
"T.J. Hockenson","DET","MIN","TE","5500","10.0","1.1","11.4","80801-71706","15.7"
"Aaron Jones","GB","TB","RB","7000","13.0","1.1","7.7","80801-40442","19.9"
"Travis Kelce","KC","IND","TE","7800","14.6","1.1","12.6","80801-33076","22.4"
"Josh Jacobs","LV","TEN","RB","6500","11.9","1.1","17.1","80801-72731","19.2"
"JuJu Smith-Schuster","KC","IND","WR","6100","11.0","1.0","6.9","80801-55987","17.9"
"Mark Andrews","BAL","NE","TE","7700","14.1","0.9","5.7","80801-52436","21.4"
"Matt Ryan","IND","KC","QB","6700","15.7","0.9","1.6","80801-6616","21.9"
"Adam Thielen","MIN","DET","WR","6000","10.8","0.9","16.0","80801-39716","19.2"
"Mac Jones","NE","BAL","QB","6400","14.7","0.9","0.9","80801-90584","20.0"
"Michael Carter","NYJ","CIN","RB","5900","10.5","0.9","8.6","80801-93539","16.4"
"Tyler Lockett","SEA","ATL","WR","6600","12.0","0.9","6.2","80801-27050","20.0"
"Kyle Pitts","ATL","SEA","TE","5600","9.9","0.8","10.9","80801-86080","15.8"
"Tee Higgins","CIN","NYJ","WR","7300","13.2","0.8","6.4","80801-89981","21.5"
"Atlanta Falcons","ATL","SEA","D","3700","6.1","0.8","2.7","80801-12525","10.6"
"James Conner","ARI","LA","RB","7100","12.8","0.7","5.4","80801-40687","20.2"
"Marquez Valdes-Scantling","KC","IND","WR","5600","9.8","0.7","4.1","80801-40647","15.8"
"Chase Daniel","LAC","JAX","QB","6500","14.9","0.7","0.5","80801-8803","19.4"
"Matthew Stafford","LA","ARI","QB","7700","18.5","0.7","2.9","80801-6654","24.9"
"Miles Sanders","PHI","WAS","RB","6800","12.1","0.7","5.1","80801-71845","19.5"
"New York Jets","NYJ","CIN","D","3700","6.0","0.7","2.6","80801-12544","10.5"
"James Robinson","JAX","LAC","RB","6600","11.7","0.6","1.9","80801-130288","19.1"
"Darren Waller","LV","TEN","TE","6400","11.3","0.6","5.8","80801-25011","19.0"
"Damien Harris","NE","BAL","RB","6400","11.2","0.6","1.3","80801-64576","17.3"
"Drake London","ATL","SEA","WR","6200","10.8","0.5","13.8","80801-112745","16.2"
"D'Andre Swift","DET","MIN","RB","8000","14.3","0.5","3.0","80801-91598","22.3"
"Aaron Rodgers","GB","TB","QB","7400","17.3","0.5","0.5","80801-6894","24.7"
"Dallas Goedert","PHI","WAS","TE","5500","9.4","0.5","13.4","80801-83074","17.3"
"Devin Singletary","BUF","MIA","RB","6100","10.5","0.4","1.1","80801-70603","16.8"
"Tyler Higbee","LA","ARI","TE","5700","9.7","0.4","12.5","80801-47870","14.6"
"Derrick Henry","TEN","LV","RB","8800","15.8","0.4","8.3","80801-39280","25.1"
"Los Angeles Chargers","LAC","JAX","D","4500","7.3","0.3","0.7","80801-12548","12.2"
"Davis Mills","HOU","CHI","QB","6400","14.0","0.2","0.5","80801-89628","18.4"
"Cam Akers","LA","ARI","RB","5800","9.7","0.2","2.6","80801-89230","15.7"
"Chase Edmonds","MIA","BUF","RB","5700","9.5","0.2","3.4","80801-83081","14.6"
"Rashaad Penny","SEA","ATL","RB","6200","10.5","0.2","0.6","80801-57840","17.2"
"Russell Gage","TB","GB","WR","5700","9.5","0.2","10.3","80801-52916","15.6"
"Chicago Bears","CHI","HOU","D","4900","7.9","0.2","0.5","80801-12527","13.1"
"Gabe Davis","BUF","MIA","WR","7200","12.3","0.1","1.4","80801-94534","21.5"
"Michael Pittman Jr.","IND","KC","WR","7400","12.8","0.1","6.9","80801-69213","20.9"
"Mike Williams","LAC","JAX","WR","7000","12.0","0.1","12.8","80801-39829","18.8"
"Jakobi Meyers","NE","BAL","WR","6200","10.4","0.1","7.6","80801-63634","16.0"
"Elijah Moore","NYJ","CIN","WR","5500","9.0","0.1","9.9","80801-88575","13.1"
"Tom Brady","TB","GB","QB","7400","17.0","0.1","0.5","80801-6498","24.8"
"Baker Mayfield","CAR","NO","QB","6600","14.4","0.0","0.6","80801-41535","20.3"
"Clyde Edwards-Helaire","KC","IND","RB","7300","12.5","0.0","0.7","80801-85741","18.8"
"Irv Smith Jr.","MIN","DET","TE","5000","7.9","0.0","5.6","80801-72725","13.2"
"DK Metcalf","SEA","ATL","WR","6700","11.2","0.0","4.0","80801-73048","17.7"
"Curtis Samuel","WAS","PHI","WR","6300","10.5","0.0","7.1","80801-52613","17.5"
"Green Bay Packers","GB","TB","D","4000","5.9","0.0","0.5","80801-12533","10.3"
"Kansas City Chiefs","KC","IND","D","4100","6.1","0.0","0.8","80801-12536","10.6"
"Zach Ertz","ARI","LA","TE","5200","8.2","-0.1","22.1","80801-29780","13.2"
"AJ Dillon","GB","TB","RB","6900","11.5","-0.1","2.8","80801-93107","16.0"
"Trevor Lawrence","JAX","LAC","QB","7000","15.5","-0.1","0.9","80801-89951","20.4"
"Allen Robinson II","LA","ARI","WR","6000","9.8","-0.1","9.7","80801-28643","16.7"
"Rhamondre Stevenson","NE","BAL","RB","5400","8.6","-0.1","6.1","80801-111540","14.6"
"Robert Woods","TEN","LV","WR","5700","9.2","-0.1","0.5","80801-29685","16.3"
"Los Angeles Rams","LA","ARI","D","4200","6.2","-0.1","0.5","80801-12538","10.7"
"Robbie Anderson","CAR","NO","WR","5700","9.1","-0.2","2.7","80801-26251","13.7"
"Joshua Palmer","LAC","JAX","WR","5600","8.9","-0.2","5.8","80801-87418","14.1"
"Jameis Winston","NO","CAR","QB","6900","15.1","-0.2","0.5","80801-24849","21.9"
"A.J. Brown","PHI","WAS","WR","8000","13.6","-0.2","4.6","80801-72846","21.9"
"DJ Moore","CAR","NO","WR","6400","10.4","-0.3","7.3","80801-63043","16.8"
"Joe Flacco","NYJ","CIN","QB","6800","14.8","-0.3","0.5","80801-6714","20.2"
"Greg Dortch","ARI","LA","WR","5100","7.7","-0.4","5.6","80801-69558","13.6"
"DJ Chark Jr.","DET","MIN","WR","5500","8.5","-0.4","1.7","80801-52917","15.3"
"Christian Kirk","JAX","LAC","WR","7100","11.6","-0.4","4.9","80801-60858","18.1"
"Breshad Perriman","TB","GB","WR","5300","8.1","-0.4","3.0","80801-34295","14.2"
"Marquise Brown","ARI","LA","WR","7000","11.4","-0.5","2.6","80801-86687","17.8"
"Austin Ekeler","LAC","JAX","RB","8700","14.7","-0.5","7.8","80801-80001","22.7"
"Detroit Lions","DET","MIN","D","3100","3.7","-0.5","1.9","80801-12532","7.2"
"Jerick McKinnon","KC","IND","RB","5000","7.3","-0.6","0.5","80801-54608","11.6"
"Chris Olave","NO","CAR","WR","5500","8.3","-0.6","5.0","80801-87770","14.5"
"Ryan Tannehill","TEN","LV","QB","7200","15.6","-0.6","0.5","80801-21948","22.2"
"Carson Wentz","WAS","PHI","QB","7500","16.5","-0.6","0.5","80801-70324","22.2"
"Washington Commanders","WAS","PHI","D","3500","4.4","-0.6","0.5","80801-12552","8.2"
"Raheem Mostert","MIA","BUF","RB","5500","8.2","-0.7","2.5","80801-28744","13.8"
"Garrett Wilson","NYJ","CIN","WR","6100","9.3","-0.7","1.8","80801-103564","14.6"
"Treylon Burks","TEN","LV","WR","5900","9.0","-0.7","0.8","80801-110259","15.0"
"Ja'Marr Chase","CIN","NYJ","WR","8500","14.1","-0.8","5.2","80801-85701","22.1"
"Allen Lazard","GB","TB","WR","6000","9.1","-0.8","0.5","80801-56809","15.0"
"Darrell Henderson Jr.","LA","ARI","RB","6300","9.7","-0.8","5.7","80801-70157","15.6"
"Julio Jones","TB","GB","WR","5800","8.7","-0.8","6.1","80801-14190","15.5"
"Hayden Hurst","CIN","NYJ","TE","5100","7.3","-0.9","2.7","80801-64031","13.4"
"Marvin Jones Jr.","JAX","LAC","WR","5300","7.6","-0.9","4.1","80801-22103","13.6"
"DeVonta Smith","PHI","WAS","WR","6000","8.9","-0.9","1.7","80801-90576","15.4"
"Juwan Johnson","NO","CAR","TE","4800","6.5","-1.0","0.5","80801-64808","11.5"
"Buffalo Bills","BUF","MIA","D","4600","6.1","-1.0","0.5","80801-12526","10.6"
"Tennessee Titans","TEN","LV","D","4400","5.7","-1.0","0.5","80801-12534","10.1"
"Robert Tonyan","GB","TB","TE","4800","6.4","-1.1","0.6","80801-80353","9.5"
"Zay Jones","JAX","LAC","WR","5400","7.6","-1.1","2.6","80801-41305","13.6"
"Darnell Mooney","CHI","HOU","WR","6300","9.3","-1.2","0.5","80801-69777","16.3"
"Nyheim Hines","IND","KC","RB","5100","6.9","-1.2","1.0","80801-63625","12.6"
"Mecole Hardman","KC","IND","WR","5800","8.3","-1.2","0.6","80801-71352","13.5"
"Nick Westbrook-Ikhine","TEN","LV","WR","5300","7.3","-1.2","0.5","80801-64389","12.4"
"Rex Burkhead","HOU","CHI","RB","5200","7.0","-1.3","0.5","80801-27338","11.7"
"Nico Collins","HOU","CHI","WR","5400","7.4","-1.3","0.5","80801-91419","12.8"
"Travis Etienne Jr.","JAX","LAC","RB","5600","7.8","-1.3","1.1","80801-89956","13.1"
"Terry McLaurin","WAS","PHI","WR","6900","10.4","-1.3","0.9","80801-56250","15.5"
"Miami Dolphins","MIA","BUF","D","3500","3.6","-1.3","0.3","80801-12539","7.2"
"Tampa Bay Buccaneers","TB","GB","D","4700","6.1","-1.3","0.5","80801-12551","10.5"
"Dawson Knox","BUF","MIA","TE","5300","7.1","-1.4","1.2","80801-64585","13.5"
"Baltimore Ravens","BAL","NE","D","5000","6.5","-1.4","0.5","80801-12555","11.1"
"Evan Engram","JAX","LAC","TE","5200","6.8","-1.5","1.9","80801-41872","10.3"
"J.D. McKissic","WAS","PHI","RB","5300","7.0","-1.5","0.5","80801-43334","12.2"
"Hunter Henry","NE","BAL","TE","4800","5.9","-1.6","0.7","80801-40845","10.6"
"Tyler Allgeier","ATL","SEA","RB","4800","5.8","-1.7","0.5","80801-90428","9.7"
"Kenneth Walker III","SEA","ATL","RB","5200","6.6","-1.7","0.8","80801-103342","12.4"
"Indianapolis Colts","IND","KC","D","3600","3.5","-1.7","0.0","80801-12535","6.9"
"Minnesota Vikings","MIN","DET","D","4800","5.8","-1.7","0.5","80801-12540","10.1"
"A.J. Green","ARI","LA","WR","5300","6.7","-1.8","0.5","80801-14187","12.0"
"Romeo Doubs","GB","TB","WR","5300","6.7","-1.8","0.5","80801-94370","12.7"
"Michael Thomas","NO","CAR","WR","7300","10.7","-1.8","0.5","80801-28573","17.1"
"Austin Hooper","TEN","LV","TE","4900","6.0","-1.8","0.5","80801-40126","9.8"
"Logan Thomas","WAS","PHI","TE","5400","6.9","-1.8","0.5","80801-26355","10.8"
"Isaiah Likely","BAL","NE","TE","4500","5.1","-1.9","0.5","80801-87260","9.7"
"Randall Cobb","GB","TB","WR","5000","6.0","-1.9","0.5","80801-14257","11.1"
"Scotty Miller","TB","GB","WR","5000","6.0","-1.9","0.5","80801-61273","11.9"
"Mack Hollins","LV","TEN","WR","5300","6.5","-2.0","0.5","80801-25267","11.5"
"Noah Fant","SEA","ATL","TE","4800","5.5","-2.0","0.5","80801-71705","10.9"
"Rashod Bateman","BAL","NE","WR","6800","9.4","-2.1","0.5","80801-85845","17.2"
"Gerald Everett","LAC","JAX","TE","5800","7.4","-2.1","1.6","80801-57299","13.4"
"Jarvis Landry","NO","CAR","WR","5900","7.6","-2.1","0.5","80801-31394","14.0"
"Cameron Brate","TB","GB","TE","4600","5.0","-2.1","0.5","80801-54782","9.1"
"Shi Smith","CAR","NO","WR","4800","5.2","-2.3","0.5","80801-91677","9.9"
"Pharaoh Brown","HOU","CHI","TE","4600","4.8","-2.3","0.5","80801-29411","7.1"
"K.J. Osborn","MIN","DET","WR","5500","6.6","-2.3","0.5","80801-63855","13.1"
"Nelson Agholor","NE","BAL","WR","5900","7.4","-2.3","0.5","80801-29683","11.3"
"Jonnu Smith","NE","BAL","TE","4500","4.6","-2.3","0.5","80801-48116","8.1"
"Corey Davis","NYJ","CIN","WR","5800","7.1","-2.3","0.5","80801-45439","13.2"
"Ben Skowronek","LA","ARI","WR","4900","5.3","-2.4","0.7","80801-71105","9.2"
"Tyler Conklin","NYJ","CIN","TE","5200","5.9","-2.4","0.5","80801-60451","10.3"
"Olamide Zaccheaus","ATL","SEA","WR","5100","5.6","-2.5","0.5","80801-64496","10.6"
"Tyler Boyd","CIN","NYJ","WR","5900","7.2","-2.5","0.5","80801-40669","12.5"
"Equanimeous St. Brown","CHI","HOU","WR","5500","6.2","-2.7","0.5","80801-64841","10.9"
"Cole Kmet","CHI","HOU","TE","5000","5.3","-2.7","0.5","80801-91047","8.2"
"Chris Moore","HOU","CHI","WR","5000","5.2","-2.7","0.5","80801-33047","8.3"
"Isaiah McKenzie","BUF","MIA","WR","5500","6.1","-2.8","0.5","80801-53639","12.2"
"Jahan Dotson","WAS","PHI","WR","6000","7.1","-2.8","1.1","80801-86229","11.9"
"Mo Alie-Cox","IND","KC","TE","4600","4.2","-2.9","0.5","80801-24533","9.3"
"Kenyan Drake","BAL","NE","RB","5500","5.8","-3.0","0.5","80801-30989","10.7"
"Ashton Dulin","IND","KC","WR","5600","6.1","-3.0","0.5","80801-104012","12.0"
"Brandon Bolden","LV","TEN","RB","4800","4.5","-3.0","0.5","80801-22898","9.0"
"DeAndre Carter","LAC","JAX","WR","5300","5.5","-3.0","0.5","80801-62628","10.9"
"Johnny Mundt","MIN","DET","TE","4500","3.9","-3.0","0.0","80801-40371","8.6"
"Breece Hall","NYJ","CIN","RB","6200","7.3","-3.0","0.5","80801-103064","12.2"
"J.K. Dobbins","BAL","NE","RB","6000","6.8","-3.1","0.6","80801-87787","11.4"
"Foster Moreau","LV","TEN","TE","4500","3.9","-3.1","0.0","80801-60712","7.4"
"Jamaal Williams","DET","MIN","RB","6500","7.7","-3.2","0.5","80801-45631","12.7"
"Josh Reynolds","DET","MIN","WR","5300","5.3","-3.2","0.5","80801-53097","9.0"
"Kendrick Bourne","NE","BAL","WR","5100","4.9","-3.2","0.5","80801-80289","9.6"
"Cordarrelle Patterson","ATL","SEA","RB","7600","9.7","-3.4","0.7","80801-30733","16.0"
"Ryan Griffin","CHI","HOU","TE","4200","2.9","-3.4","0.0","80801-34073","6.5"
"Kylen Granson","IND","KC","TE","4700","3.9","-3.4","0.0","80801-71143","6.9"
"Will Dissly","SEA","ATL","TE","4500","3.5","-3.4","0.0","80801-56708","7.3"
"DeVante Parker","NE","BAL","WR","5200","4.7","-3.6","0.5","80801-33260","9.2"
"Demarcus Robinson","BAL","NE","WR","5200","4.6","-3.7","0.5","80801-38264","8.6"
"Zack Moss","BUF","MIA","RB","5500","5.2","-3.7","0.5","80801-70027","10.1"
"Christian Watson","GB","TB","WR","5600","5.4","-3.7","0.5","80801-169776","10.4"
"Parris Campbell","IND","KC","WR","4900","4.0","-3.7","0.2","80801-56262","9.3"
"Ian Thomas","CAR","NO","TE","4600","3.4","-3.8","0.0","80801-72515","6.5"
"Mike Gesicki","MIA","BUF","TE","5400","4.8","-3.9","0.5","80801-56265","10.1"
"Darrel Williams","ARI","LA","RB","4900","3.7","-4.0","3.6","80801-52897","6.6"
"Khalil Herbert","CHI","HOU","RB","6000","5.9","-4.0","0.5","80801-72412","11.2"
"Alec Pierce","IND","KC","WR","4600","3.2","-4.0","0.7","80801-86312","7.9"
"Rachaad White","TB","GB","RB","5100","4.2","-4.0","0.5","80801-137902","6.6"
"Jamison Crowder","BUF","MIA","WR","5400","4.6","-4.1","0.5","80801-24755","9.4"
"Tyron Johnson","LV","TEN","WR","4500","2.9","-4.1","0.0","80801-60705","7.3"
"Marquise Goodwin","SEA","ATL","WR","4700","3.2","-4.1","0.0","80801-32243","5.8"
"Bryan Edwards","ATL","SEA","WR","4900","3.5","-4.2","0.0","80801-69276","7.1"
"O.J. Howard","HOU","CHI","TE","4700","3.1","-4.2","0.0","80801-39286","4.9"
"Joshua Kelley","LAC","JAX","RB","5000","3.7","-4.2","0.0","80801-91872","8.6"
"Eno Benjamin","ARI","LA","RB","5000","3.6","-4.3","0.4","80801-85762","6.0"
"Devin Duvernay","BAL","NE","WR","5700","5.0","-4.3","0.5","80801-71032","9.3"
"Kenneth Gainwell","PHI","WAS","RB","5900","5.4","-4.3","0.5","80801-90912","11.0"
"Samaje Perine","CIN","NYJ","RB","5000","3.5","-4.4","0.0","80801-52451","7.8"
"Sony Michel","LAC","JAX","RB","4900","3.3","-4.4","0.0","80801-53640","6.2"
"Mark Ingram II","NO","CAR","RB","5700","4.8","-4.4","0.5","80801-14211","9.0"
"Durham Smythe","MIA","BUF","TE","4400","2.2","-4.5","0.0","80801-42046","5.3"
"Braxton Berrios","NYJ","CIN","WR","4800","3.0","-4.5","0.0","80801-52495","5.9"
"Travis Homer","SEA","ATL","RB","5000","3.5","-4.5","0.0","80801-71444","7.1"
"Geoff Swaim","TEN","LV","TE","4700","2.8","-4.6","0.0","80801-38523","6.4"
"Reggie Gilliam","BUF","MIA","TE","4000","1.3","-4.7","0.0","80801-70426","4.7"
"Noah Gray","KC","IND","TE","4300","1.8","-4.8","0.0","80801-93143","5.4"
"Tre' McKitty","LAC","JAX","TE","4300","1.8","-4.8","0.0","80801-89283","4.5"
"Cedrick Wilson Jr.","MIA","BUF","WR","4900","2.9","-4.8","0.0","80801-69581","6.7"
"John Bates","WAS","PHI","TE","4400","2.0","-4.8","0.0","80801-72705","5.1"
"Keelan Cole","LV","TEN","WR","4700","2.4","-4.9","0.0","80801-79998","5.3"
"Ty Johnson","NYJ","CIN","RB","4700","2.4","-4.9","0.0","80801-63050","6.1"
"Justice Hill","BAL","NE","RB","4900","2.7","-5.0","0.0","80801-71521","5.9"
"C.J. Uzomah","NYJ","CIN","TE","4500","1.9","-5.0","0.0","80801-31207","4.8"
"Josh Gordon","TEN","LV","WR","4500","1.9","-5.0","0.0","80801-23194","4.6"
"Alec Ingold","MIA","BUF","RB","4500","1.8","-5.1","0.0","80801-63717","5.4"
"Trent Sherfield","MIA","BUF","WR","4700","2.2","-5.2","0.0","80801-56059","5.2"
"Kyle Rudolph","TB","GB","TE","4400","1.5","-5.2","0.0","80801-14237","3.9"
"Josiah Deguara","GB","TB","TE","4400","1.5","-5.3","0.0","80801-61112","3.6"
"Dan Arnold","JAX","LAC","TE","4300","1.3","-5.3","0.0","80801-80546","2.8"
"Quez Watkins","PHI","WAS","WR","5300","3.2","-5.3","0.0","80801-73687","8.7"
"Hassan Haskins","TEN","LV","RB","5500","3.6","-5.3","0.0","80801-91361","8.1"
"Quintin Morris","BUF","MIA","TE","4000","0.6","-5.4","0.0","80801-90123","3.8"
"Josh Oliver","BAL","NE","TE","4000","0.4","-5.5","0.0","80801-63907","2.4"
"D'Onta Foreman","CAR","NO","RB","4700","1.8","-5.5","0.0","80801-55830","4.9"
"Tommy Tremble","CAR","NO","TE","4400","1.2","-5.5","0.0","80801-91101","2.6"
"Colby Parkinson","SEA","ATL","TE","4400","1.2","-5.5","0.0","80801-89588","3.7"
"Maxx Williams","ARI","LA","TE","4100","0.5","-5.6","0.0","80801-28346","2.3"
"Giovanni Ricci","CAR","NO","TE","4500","1.3","-5.6","0.0","80801-65477","3.1"
"Kendall Blanton","LA","ARI","TE","4100","0.5","-5.6","0.0","80801-55895","3.1"
"Chig Okonkwo","TEN","LV","TE","4200","0.7","-5.6","0.0","80801-88297","2.7"
"Andy Isabella","ARI","LA","WR","4700","1.6","-5.7","0.0","80801-63419","5.3"
"Anthony Firkser","ATL","SEA","TE","4200","0.6","-5.7","0.0","80801-80294","1.9"
"Jack Stoll","PHI","WAS","TE","4100","0.4","-5.7","0.0","80801-69451","3.0"
"Kalif Raymond","DET","MIN","WR","4600","1.4","-5.8","0.0","80801-70422","4.2"
"Chris Conley","HOU","CHI","WR","4700","1.5","-5.8","0.0","80801-30403","3.8"
"Zamir White","LV","TEN","RB","4600","1.3","-5.8","0.0","80801-91578","4.6"
"KhaDarel Hodge","ATL","SEA","WR","5200","2.4","-5.9","0.0","80801-85306","5.3"
"Tylan Wallace","BAL","NE","WR","4600","1.2","-5.9","0.0","80801-87515","4.1"
"Mitchell Wilcox","CIN","NYJ","TE","4200","0.5","-5.9","0.0","80801-65182","3.2"
"Brock Wright","DET","MIN","TE","4400","0.8","-5.9","0.0","80801-91046","3.6"
"Marcedes Lewis","GB","TB","TE","4100","0.2","-5.9","0.0","80801-6672","2.1"
"Jelani Woods","IND","KC","TE","4100","0.2","-5.9","0.0","80801-87469","1.9"
"Jamal Agnew","JAX","LAC","WR","4800","1.6","-5.9","0.0","80801-79979","3.9"
"Chris Manhertz","JAX","LAC","TE","4200","0.5","-5.9","0.0","80801-18009","1.8"
"Justin Watson","KC","IND","WR","5100","2.2","-5.9","0.0","80801-83083","6.0"
"Jody Fortson","KC","IND","TE","4400","0.9","-5.9","0.0","80801-104447","4.6"
"Richard Rodgers","LAC","JAX","TE","4100","0.3","-5.9","0.0","80801-29314","2.7"
"Jeremy Ruckert","NYJ","CIN","TE","4100","0.2","-5.9","0.0","80801-87815","1.3"
"Jake Kumerow","BUF","MIA","WR","4500","0.9","-6.0","0.0","80801-27671","4.8"
"Mike Strachan","IND","KC","WR","5000","1.9","-6.0","0.0","80801-149710","5.3"
"Ameer Abdullah","LV","TEN","RB","4700","1.3","-6.0","0.0","80801-27229","4.6"
"Jalen Guyton","LAC","JAX","WR","4700","1.3","-6.0","0.0","80801-64843","4.4"
"Adam Trautman","NO","CAR","TE","4400","0.6","-6.1","0.0","80801-130270","2.6"
"Boston Scott","PHI","WAS","RB","5800","3.4","-6.1","0.0","80801-43433","6.7"
"Patrick Ricard","BAL","NE","RB","4500","0.7","-6.2","0.0","80801-80299","3.3"
"Isiah Pacheco","KC","IND","RB","5100","1.9","-6.2","0.0","80801-92575","4.7"
"Dee Eskridge","SEA","ATL","WR","4800","1.4","-6.2","0.0","80801-72182","4.1"
"Avery Williams","ATL","SEA","RB","4700","1.0","-6.3","0.0","80801-72772","3.8"
"C.J. Ham","MIN","DET","RB","4500","0.6","-6.3","0.0","80801-70501","4.3"
"Caleb Huntley","ATL","SEA","RB","4500","0.5","-6.4","0.0","80801-89157","3.0"
"Chuba Hubbard","CAR","NO","RB","4600","0.7","-6.4","0.0","80801-87467","3.1"
"River Cracraft","MIA","BUF","WR","4600","0.7","-6.4","0.0","80801-41997","4.2"
"Jaelon Darden","TB","GB","WR","4600","0.7","-6.4","0.0","80801-92093","3.1"
"Byron Pringle","CHI","HOU","WR","5100","1.6","-6.5","0.0","80801-69295","4.5"
"Laviska Shenault Jr.","CAR","NO","WR","4600","0.6","-6.6","0.0","80801-87859","2.8"
"Terrace Marshall Jr.","CAR","NO","WR","4600","0.5","-6.6","0.0","80801-85672","2.8"
"Zander Horvath","LAC","JAX","RB","4600","0.6","-6.6","0.0","80801-93404","2.4"
"Tutu Atwell","LA","ARI","WR","4600","0.5","-6.6","0.0","80801-92976","3.0"
"Alexander Mattison","MIN","DET","RB","7000","5.3","-6.6","0.5","80801-72776","10.2"
"Jalen Reagor","MIN","DET","WR","5000","1.3","-6.6","0.0","80801-94625","5.4"
"Cam Sims","WAS","PHI","WR","4600","0.5","-6.6","0.0","80801-54472","2.0"
"Rashard Higgins","CAR","NO","WR","4600","0.5","-6.7","0.0","80801-45791","2.7"
"Trestan Ebner","CHI","HOU","RB","4500","0.3","-6.7","0.0","80801-89209","3.2"
"Stanley Morgan","CIN","NYJ","WR","4600","0.4","-6.7","0.0","80801-61072","2.8"
"Phillip Dorsett II","HOU","CHI","WR","4600","0.5","-6.7","0.0","80801-25813","1.9"
"Michael Burton","KC","IND","RB","4500","0.2","-6.7","0.0","80801-26057","2.4"
"Jakob Johnson","LV","TEN","RB","4500","0.2","-6.7","0.0","80801-52409","2.7"
"Jeff Smith","NYJ","CIN","WR","4600","0.4","-6.7","0.0","80801-64350","2.8"
"Keith Smith","ATL","SEA","RB","4500","0.1","-6.8","0.0","80801-43973","2.4"
