"Player","Team","Opponent","FD Position","FD Salary","FD Projection","FD Value","FD Ownership","FDSlateID","FD Ceiling"
"Amon-Ra St. Brown","DET","WAS","WR","6900","13.1","1.5","16.7","80468-86997","20.5"
"Chase Edmonds","MIA","BAL","RB","6000","11.4","1.5","11.5","80468-83081","17.0"
"Cleveland Browns","CLE","NYJ","D","4700","8.8","1.5","7.4","80468-12529","14.3"
"Daniel Jones","NYG","CAR","QB","7100","17.4","1.4","3.1","80468-63519","24.1"
"Brandin Cooks","HOU","DEN","WR","6700","12.6","1.3","15.2","80468-29501","18.8"
"Trevor Lawrence","JAX","IND","QB","6900","16.6","1.3","3.3","80468-89951","20.7"
"Christian Kirk","JAX","IND","WR","6500","12.1","1.3","14.2","80468-60858","19.1"
"Hunter Renfrow","LV","ARI","WR","5600","10.4","1.3","17.3","80468-57986","17.6"
"Allen Robinson II","LA","ATL","WR","5700","10.6","1.3","14.2","80468-28643","17.8"
"Curtis Samuel","WAS","DET","WR","5700","10.5","1.2","10.4","80468-52613","17.6"
"Joe Burrow","CIN","DAL","QB","7900","19.5","1.1","6.2","80468-63336","26.9"
"Detroit Lions","DET","WAS","D","3500","6.0","1.1","4.7","80468-12532","10.5"
"Jacksonville Jaguars","JAX","IND","D","3000","5.1","1.1","9.3","80468-12554","9.2"
"Mitch Trubisky","PIT","NE","QB","6500","15.2","1.0","1.6","80468-38628","21.4"
"Courtland Sutton","DEN","HOU","WR","6800","12.4","0.9","13.1","80468-57403","20.6"
"Antonio Gibson","WAS","DET","RB","7400","13.5","0.9","12.8","80468-90933","20.9"
"Seattle Seahawks","SEA","SF","D","3100","5.0","0.9","4.3","80468-12550","9.1"
"Mark Andrews","BAL","MIA","TE","7400","13.5","0.8","15.0","80468-52436","21.1"
"Jacoby Brissett","CLE","NYJ","QB","6600","15.1","0.7","0.5","80468-30231","22.5"
"Albert Okwuegbunam","DEN","HOU","TE","5100","8.8","0.7","8.1","80468-70859","14.3"
"Michael Carter","NYJ","CLE","RB","5900","10.4","0.7","4.0","80468-93539","16.0"
"Najee Harris","PIT","NE","RB","7200","13.0","0.7","4.8","80468-90575","18.5"
"Denver Broncos","DEN","HOU","D","4800","8.2","0.7","3.4","80468-12531","13.4"
"Rex Burkhead","HOU","DEN","RB","5800","10.1","0.6","2.7","80468-27338","14.5"
"Rhamondre Stevenson","NE","PIT","RB","5600","9.7","0.6","5.7","80468-111540","14.7"
"Elijah Moore","NYJ","CLE","WR","5800","10.1","0.6","5.4","80468-88575","15.2"
"Brandon Aiyuk","SF","SEA","WR","5700","9.9","0.6","3.9","80468-85798","17.7"
"Los Angeles Rams","LA","ATL","D","4600","7.7","0.6","3.7","80468-12538","12.8"
"New York Jets","NYJ","CLE","D","3400","5.4","0.6","2.6","80468-12544","9.6"
"San Francisco 49ers","SF","SEA","D","4900","8.3","0.6","5.7","80468-12549","13.6"
"DJ Moore","CAR","NYG","WR","6200","10.7","0.5","18.9","80468-63043","16.1"
"Indianapolis Colts","IND","JAX","D","4300","7.1","0.5","1.7","80468-12535","11.9"
"Las Vegas Raiders","LV","ARI","D","3800","6.0","0.5","2.3","80468-12537","10.5"
"Kyle Pitts","ATL","LA","TE","5900","10.0","0.4","14.3","80468-86080","16.7"
"Nick Chubb","CLE","NYJ","RB","8500","15.2","0.4","4.4","80468-53562","23.3"
"Tyreek Hill","MIA","BAL","WR","8000","14.2","0.4","11.4","80468-53681","20.9"
"Jeff Wilson Jr.","SF","SEA","RB","6300","10.8","0.4","7.8","80468-55552","18.4"
"Kyler Murray","ARI","LV","QB","8500","20.4","0.3","4.3","80468-63484","27.8"
"Drake London","ATL","LA","WR","5600","9.4","0.3","7.7","80468-112745","16.3"
"Cooper Rush","DAL","CIN","QB","6100","13.2","0.3","0.5","80468-44715","19.7"
"Chase Claypool","PIT","NE","WR","6000","10.1","0.3","3.3","80468-73111","16.0"
"T.J. Hockenson","DET","WAS","TE","5700","9.5","0.2","10.8","80468-71706","14.3"
"Tyler Higbee","LA","ATL","TE","5300","8.7","0.2","13.1","80468-47870","13.9"
"Jahan Dotson","WAS","DET","WR","5500","9.1","0.2","3.4","80468-86229","15.6"
"Miami Dolphins","MIA","BAL","D","4000","6.1","0.2","2.4","80468-12539","10.6"
"Darren Waller","LV","ARI","TE","6800","11.5","0.1","5.8","80468-25011","18.8"
"Jaylen Waddle","MIA","BAL","WR","7200","12.4","0.1","3.4","80468-90573","20.3"
"Mac Jones","NE","PIT","QB","6400","13.9","0.1","0.9","80468-90584","19.0"
"Baltimore Ravens","BAL","MIA","D","4500","7.0","0.1","0.5","80468-12555","11.8"
"Marquise Brown","ARI","LV","WR","7400","12.6","0.0","2.9","80468-86687","20.1"
"Cordarrelle Patterson","ATL","LA","RB","7500","12.8","0.0","2.1","80468-30733","19.6"
"Davis Mills","HOU","DEN","QB","6400","13.8","0.0","0.5","80468-89628","18.5"
"Jakobi Meyers","NE","PIT","WR","5500","8.9","0.0","6.0","80468-63634","14.3"
"Geno Smith","SEA","SF","QB","6300","13.5","0.0","0.5","80468-26483","17.7"
"Atlanta Falcons","ATL","LA","D","3200","4.4","0.0","1.7","80468-12525","8.2"
"Carolina Panthers","CAR","NYG","D","4200","6.3","0.0","0.5","80468-12553","10.9"
"Nyheim Hines","IND","JAX","RB","5500","8.8","-0.1","2.0","80468-63625","15.2"
"Rashod Bateman","BAL","MIA","WR","6400","10.5","-0.2","2.8","80468-85845","17.4"
"Tee Higgins","CIN","DAL","WR","7000","11.7","-0.2","4.8","80468-89981","19.8"
"DJ Chark Jr.","DET","WAS","WR","5700","9.1","-0.2","1.3","80468-52917","14.4"
"Ameer Abdullah","LV","ARI","RB","4500","6.7","-0.2","0.6","80468-27229","12.2"
"Tom Brady","TB","NO","QB","8000","18.4","-0.2","2.1","80468-6498","26.5"
"Robbie Anderson","CAR","NYG","WR","5900","9.4","-0.3","1.3","80468-26251","14.8"
"Matt Ryan","IND","JAX","QB","6800","14.7","-0.3","0.7","80468-6616","22.1"
"Mike Evans","TB","NO","WR","8300","14.1","-0.3","2.8","80468-32384","23.4"
"Dallas Cowboys","DAL","CIN","D","4400","6.5","-0.3","0.8","80468-12530","11.0"
"Zach Ertz","ARI","LV","TE","5200","7.9","-0.4","14.7","80468-29780","12.3"
"Parris Campbell","IND","JAX","WR","5100","7.7","-0.4","4.2","80468-56262","12.8"
"Travis Etienne Jr.","JAX","IND","RB","5800","9.1","-0.4","0.5","80468-89956","14.6"
"Marvin Jones Jr.","JAX","IND","WR","5400","8.3","-0.4","2.7","80468-22103","14.2"
"New Orleans Saints","NO","TB","D","4000","5.5","-0.4","0.5","80468-12542","9.8"
"Joe Flacco","NYJ","CLE","QB","6400","13.3","-0.5","0.5","80468-6714","18.9"
"Breece Hall","NYJ","CLE","RB","5900","9.2","-0.5","0.5","80468-103064","13.7"
"Rashaad Penny","SEA","SF","RB","6500","10.4","-0.5","0.9","80468-57840","15.6"
"J.D. McKissic","WAS","DET","RB","5200","7.8","-0.5","0.6","80468-43334","14.3"
"Terry McLaurin","WAS","DET","WR","7300","11.9","-0.5","2.9","80468-56250","20.1"
"Ja'Marr Chase","CIN","DAL","WR","8700","14.6","-0.6","6.1","80468-85701","22.6"
"Richie James Jr.","NYG","CAR","WR","5500","8.3","-0.6","0.6","80468-53498","14.7"
"Greg Dortch","ARI","LV","WR","5500","8.2","-0.7","2.2","80468-69558","13.7"
"Dalton Schultz","DAL","CIN","TE","5600","8.4","-0.7","7.3","80468-55042","13.8"
"Nico Collins","HOU","DEN","WR","5100","7.3","-0.8","0.5","80468-91419","12.9"
"Zay Jones","JAX","IND","WR","5500","8.1","-0.8","2.2","80468-41305","14.1"
"Arizona Cardinals","ARI","LV","D","3600","4.4","-0.8","0.6","80468-12546","8.2"
"J.K. Dobbins","BAL","MIA","RB","6000","9.0","-0.9","0.5","80468-87787","13.9"
"Houston Texans","HOU","DEN","D","3300","3.7","-0.9","0.2","80468-12556","7.2"
"Cam Akers","LA","ATL","RB","5500","7.9","-1.0","0.9","80468-89230","13.9"
"DK Metcalf","SEA","SF","WR","6800","10.4","-1.0","1.6","80468-73048","15.8"
"Washington Commanders","WAS","DET","D","4000","4.9","-1.0","0.5","80468-12552","9.0"
"Amari Cooper","CLE","NYJ","WR","6300","9.3","-1.1","0.5","80468-31001","15.4"
"Ezekiel Elliott","DAL","CIN","RB","7100","10.9","-1.1","0.5","80468-38791","15.1"
"James Robinson","JAX","IND","RB","6800","10.3","-1.1","0.5","80468-130288","16.9"
"Jameis Winston","NO","TB","QB","7200","15.1","-1.1","1.5","80468-24849","21.3"
"Michael Thomas","NO","TB","WR","7000","10.7","-1.1","3.3","80468-28573","16.5"
"Pat Freiermuth","PIT","NE","TE","5400","7.6","-1.1","5.0","80468-86244","12.5"
"Tyler Lockett","SEA","SF","WR","6200","9.2","-1.1","0.5","80468-27050","13.4"
"Logan Thomas","WAS","DET","TE","5200","7.3","-1.1","1.3","80468-26355","12.2"
"George Pickens","PIT","NE","WR","5000","6.8","-1.2","0.5","80468-110246","11.0"
"A.J. Green","ARI","LV","WR","5400","7.4","-1.3","0.5","80468-14187","13.3"
"Tony Pollard","DAL","CIN","RB","5700","8.0","-1.3","0.5","80468-63759","12.1"
"Hunter Henry","NE","PIT","TE","5100","6.8","-1.3","1.2","80468-40845","11.4"
"Juwan Johnson","NO","TB","TE","4500","5.6","-1.3","1.1","80468-64808","10.3"
"Sterling Shepard","NYG","CAR","WR","5800","8.2","-1.3","1.1","80468-27477","14.1"
"Diontae Johnson","PIT","NE","WR","7100","10.8","-1.3","2.5","80468-66008","17.4"
"Baker Mayfield","CAR","NYG","QB","7000","14.3","-1.4","0.6","80468-41535","20.6"
"Kareem Hunt","CLE","NYJ","RB","7000","10.5","-1.4","0.8","80468-45229","16.9"
"Dameon Pierce","HOU","DEN","RB","5600","7.6","-1.5","0.5","80468-86055","12.7"
"Evan Engram","JAX","IND","TE","4900","6.2","-1.5","1.7","80468-41872","10.3"
"Pittsburgh Steelers","PIT","NE","D","5000","6.4","-1.5","0.5","80468-12547","11.0"
"Isaiah Likely","BAL","MIA","TE","4100","4.4","-1.7","0.5","80468-87260","8.8"
"Donovan Peoples-Jones","CLE","NYJ","WR","5800","7.8","-1.7","0.5","80468-91426","13.7"
"CeeDee Lamb","DAL","CIN","WR","7700","11.6","-1.7","0.9","80468-86631","17.5"
"Chris Olave","NO","TB","WR","5300","6.8","-1.7","1.3","80468-87770","12.7"
"David Njoku","CLE","NYJ","TE","4900","5.9","-1.8","0.5","80468-55335","10.8"
"Ashton Dulin","IND","JAX","WR","5200","6.5","-1.8","1.2","80468-104012","12.4"
"Jarvis Landry","NO","TB","WR","6100","8.2","-1.9","1.2","80468-31394","13.6"
"Corey Davis","NYJ","CLE","WR","5900","7.8","-1.9","0.5","80468-45439","12.9"
"DeVante Parker","NE","PIT","WR","5500","6.9","-2.0","0.5","80468-33260","12.3"
"Kenny Golladay","NYG","CAR","WR","5400","6.7","-2.0","0.5","80468-54244","11.6"
"Jamaal Williams","DET","WAS","RB","6400","8.6","-2.1","0.5","80468-45631","13.6"
"Mike Strachan","IND","JAX","WR","4900","5.6","-2.1","0.5","80468-149710","10.9"
"Raheem Mostert","MIA","BAL","RB","5300","6.4","-2.1","0.5","80468-28744","10.7"
"Kylen Granson","IND","JAX","TE","4700","5.0","-2.3","1.6","80468-71143","9.4"
"Noah Brown","DAL","CIN","WR","5200","5.9","-2.4","0.5","80468-56248","10.5"
"Cameron Brate","TB","NO","TE","4900","5.3","-2.4","0.5","80468-54782","10.2"
"Josh Reynolds","DET","WAS","WR","4900","5.2","-2.5","0.5","80468-53097","9.5"
"Jonnu Smith","NE","PIT","TE","4700","4.8","-2.5","0.5","80468-48116","7.7"
"Tyler Conklin","NYJ","CLE","TE","5100","5.6","-2.5","0.5","80468-60451","8.5"
"Olamide Zaccheaus","ATL","LA","WR","5200","5.7","-2.6","0.5","80468-64496","9.9"
"Hayden Hurst","CIN","DAL","TE","5300","5.9","-2.6","0.8","80468-64031","11.8"
"Brevin Jordan","HOU","DEN","TE","4700","4.7","-2.6","0.5","80468-94094","8.6"
"Jauan Jennings","SF","SEA","WR","5300","5.9","-2.6","0.5","80468-61593","11.2"
"Noah Fant","SEA","SF","TE","5000","5.3","-2.6","0.5","80468-71705","8.7"
"Ben Skowronek","LA","ATL","WR","5100","5.4","-2.7","0.6","80468-71105","11.1"
"Nelson Agholor","NE","PIT","WR","5100","5.4","-2.7","0.5","80468-29683","8.9"
"Tyler Boyd","CIN","DAL","WR","6600","8.3","-2.8","0.5","80468-40669","14.3"
"Tanner Hudson","NYG","CAR","TE","4000","3.0","-2.9","0.0","80468-83117","6.8"
"Demarcus Robinson","BAL","MIA","WR","5100","5.1","-3.0","0.5","80468-38264","8.9"
"Shi Smith","CAR","NYG","WR","5000","4.9","-3.0","0.5","80468-91677","9.2"
"Will Dissly","SEA","SF","TE","4200","3.4","-3.0","0.0","80468-56708","5.7"
"Pharaoh Brown","HOU","DEN","TE","4300","3.4","-3.1","0.0","80468-29411","6.3"
"Mo Alie-Cox","IND","JAX","TE","4800","4.3","-3.2","0.5","80468-24533","8.1"
"Braxton Berrios","NYJ","CLE","WR","4900","4.5","-3.2","0.5","80468-52495","7.7"
"Russell Gage","TB","NO","WR","6100","6.9","-3.2","0.7","80468-52916","12.9"
"Breshad Perriman","TB","NO","WR","4700","4.1","-3.2","0.5","80468-34295","8.1"
"Kenyan Drake","BAL","MIA","RB","5600","5.8","-3.3","0.5","80468-30989","9.2"
"Chris Moore","HOU","DEN","WR","5000","4.7","-3.3","0.5","80468-33047","8.4"
"Mark Ingram II","NO","TB","RB","5300","5.2","-3.3","0.5","80468-14211","8.7"
"Garrett Wilson","NYJ","CLE","WR","5400","5.4","-3.3","0.5","80468-103564","9.7"
"Cedrick Wilson Jr.","MIA","BAL","WR","5100","4.7","-3.4","0.5","80468-69581","8.5"
"Eno Benjamin","ARI","LV","RB","4900","4.2","-3.5","0.5","80468-85762","9.0"
"Durham Smythe","MIA","BAL","TE","4500","3.4","-3.5","0.0","80468-42046","6.4"
"Tyler Allgeier","ATL","LA","RB","4600","3.5","-3.7","0.0","80468-90428","7.0"
"Tyler Kroft","SF","SEA","TE","4300","2.8","-3.7","0.0","80468-26038","6.9"
"Bryan Edwards","ATL","LA","WR","4800","3.7","-3.8","0.0","80468-69276","7.5"
"Devin Duvernay","BAL","MIA","WR","5900","5.8","-3.9","0.5","80468-71032","11.2"
"Ian Thomas","CAR","NYG","TE","4600","3.3","-3.9","0.0","80468-72515","6.4"
"Harrison Bryant","CLE","NYJ","TE","4700","3.4","-3.9","0.0","80468-70601","7.0"
"Tommy Tremble","CAR","NYG","TE","4500","2.9","-4.0","0.0","80468-91101","5.6"
"Mack Hollins","LV","ARI","WR","4800","3.5","-4.0","0.0","80468-25267","8.8"
"Tyrie Cleveland","DEN","HOU","WR","4500","2.9","-4.1","0.0","80468-71372","7.6"
"Mike Gesicki","MIA","BAL","TE","5200","4.2","-4.1","0.5","80468-56265","8.0"
"Marquise Goodwin","SEA","SF","WR","4700","3.3","-4.1","0.0","80468-32243","5.1"
"Foster Moreau","LV","ARI","TE","4300","2.3","-4.3","0.0","80468-60712","7.0"
"Ross Dwelley","SF","SEA","TE","4200","2.1","-4.3","0.0","80468-83138","6.0"
"D'Onta Foreman","CAR","NYG","RB","4700","2.9","-4.4","0.0","80468-55830","6.1"
"Eric Tomlinson","DEN","HOU","TE","4000","1.5","-4.4","0.0","80468-32957","4.6"
"David Sills V","NYG","CAR","WR","4500","2.5","-4.4","0.0","80468-61555","6.2"
"Colby Parkinson","SEA","SF","TE","4100","1.7","-4.4","0.0","80468-89588","4.5"
"Dennis Houston","DAL","CIN","WR","5400","4.2","-4.5","0.5","80468-170214","6.9"
"Kyle Juszczyk","SF","SEA","RB","4500","2.4","-4.5","0.0","80468-39428","6.0"
"Rachaad White","TB","NO","RB","5700","4.8","-4.5","0.5","80468-137902","8.6"
"Eric Saubert","DEN","HOU","TE","4100","1.5","-4.6","0.0","80468-79980","4.6"
"Kenneth Walker III","SEA","SF","RB","5500","4.3","-4.6","0.5","80468-103342","6.4"
"Daniel Bellinger","NYG","CAR","TE","4300","1.8","-4.8","0.0","80468-90307","4.3"
"Anthony Schwartz","CLE","NYJ","WR","4900","2.8","-4.9","0.0","80468-87662","6.5"
"Simi Fehoko","DAL","CIN","WR","4900","2.8","-4.9","0.0","80468-89613","5.7"
"Matt Breida","NYG","CAR","RB","5100","3.2","-4.9","0.0","80468-53303","7.6"
"John Bates","WAS","DET","TE","4300","1.6","-4.9","0.0","80468-72705","4.3"
"Jordan Mason","SF","SEA","RB","4500","1.9","-5.0","0.0","80468-86875","5.2"
"Andrew Beck","DEN","HOU","TE","4000","0.8","-5.1","0.0","80468-54426","3.7"
"Dan Arnold","JAX","IND","TE","4200","1.3","-5.1","0.0","80468-80546","3.4"
"Kendrick Bourne","NE","PIT","WR","5000","2.8","-5.1","0.0","80468-80289","6.8"
"Cade Otton","TB","NO","TE","4100","1.0","-5.1","0.0","80468-86811","3.5"
"Maxx Williams","ARI","LV","TE","4100","1.0","-5.2","0.0","80468-28346","4.0"
"Zach Gentry","PIT","NE","TE","4400","1.5","-5.2","0.0","80468-64221","4.2"
"Zamir White","LV","ARI","RB","4600","1.7","-5.4","0.0","80468-91578","4.8"
"Trent Sherfield","MIA","BAL","WR","4700","1.9","-5.4","0.0","80468-56059","5.0"
"Justice Hill","BAL","MIA","RB","4900","2.2","-5.5","0.0","80468-71521","6.1"
"Josh Oliver","BAL","MIA","TE","4000","0.4","-5.5","0.0","80468-63907","2.8"
"Kalif Raymond","DET","WAS","WR","4700","1.8","-5.5","0.0","80468-70422","5.2"
"Andre Baccellia","ARI","LV","WR","4500","1.3","-5.6","0.0","80468-60838","3.3"
"Brycen Hopkins","LA","ATL","TE","4100","0.5","-5.6","0.0","80468-63697","3.4"
"Drew Sample","CIN","DAL","TE","4200","0.6","-5.7","0.0","80468-56711","3.2"
"Dezmon Patmon","IND","JAX","WR","4500","1.3","-5.7","0.0","80468-69383","5.0"
"Jelani Woods","IND","JAX","TE","4100","0.4","-5.7","0.0","80468-87469","2.2"
"Tutu Atwell","LA","ATL","WR","4700","1.6","-5.7","0.0","80468-92976","6.2"
"Caleb Huntley","ATL","LA","RB","4500","1.1","-5.8","0.0","80468-89157","3.3"
"Jesse James","CLE","NYJ","TE","4000","0.2","-5.8","0.0","80468-28694","1.9"
"Chris Conley","HOU","DEN","WR","4700","1.5","-5.8","0.0","80468-30403","3.7"
"Charlie Woerner","SF","SEA","TE","4100","0.4","-5.8","0.0","80468-71351","2.3"
"Jake Ferguson","DAL","CIN","TE","4200","0.5","-5.9","0.0","80468-89680","1.4"
"Alec Ingold","MIA","BAL","RB","4500","1.1","-5.9","0.0","80468-63717","3.6"
"Hunter Long","MIA","BAL","TE","4100","0.2","-5.9","0.0","80468-93075","1.9"
"Kadarius Toney","NYG","CAR","WR","5100","2.2","-5.9","0.0","80468-86052","5.7"
"Jamal Agnew","JAX","IND","WR","4700","1.4","-6.0","0.0","80468-79979","4.6"
"Pierre Strong Jr.","NE","PIT","RB","4500","0.9","-6.0","0.0","80468-160306","2.9"
"Lawrence Cager","NYJ","CLE","WR","4500","0.9","-6.0","0.0","80468-63646","2.0"
"Chris Manhertz","JAX","IND","TE","4200","0.2","-6.1","0.0","80468-18009","2.1"
"Chris Myarick","NYG","CAR","TE","4400","0.7","-6.1","0.0","80468-56947","2.7"
"Ray-Ray McCloud III","SF","SEA","WR","4800","1.4","-6.1","0.0","80468-62055","4.4"
"Tylan Wallace","BAL","MIA","WR","4600","0.9","-6.2","0.0","80468-87515","3.1"
"Chuba Hubbard","CAR","NYG","RB","4700","1.1","-6.2","0.0","80468-87467","3.7"
"Demetric Felton","CLE","NYJ","WR","4600","0.9","-6.2","0.0","80468-70282","3.8"
"David Bell","CLE","NYJ","WR","4800","1.3","-6.2","0.0","80468-114180","3.5"
"Phillip Dorsett II","HOU","DEN","WR","4600","0.9","-6.2","0.0","80468-25813","2.4"
"KhaDarel Hodge","ATL","LA","WR","5000","1.6","-6.3","0.0","80468-85306","3.6"
"Anthony Firkser","ATL","LA","TE","4400","0.4","-6.3","0.0","80468-80294","1.4"
"Samaje Perine","CIN","DAL","RB","6000","3.6","-6.3","0.0","80468-52451","8.1"
"Tyron Johnson","LV","ARI","WR","4500","0.7","-6.3","0.0","80468-60705","4.1"
"Adam Trautman","NO","TB","TE","4600","0.9","-6.3","0.0","80468-130270","2.9"
"Travis Homer","SEA","SF","RB","5400","2.4","-6.3","0.0","80468-71444","4.3"
"Jaelon Darden","TB","NO","WR","4600","0.9","-6.3","0.0","80468-92093","3.2"
"Jonathan Williams","WAS","DET","RB","4500","0.6","-6.3","0.0","80468-31184","3.8"
"Brock Wright","DET","WAS","TE","4500","0.5","-6.4","0.0","80468-91046","2.8"
"Patrick Ricard","BAL","MIA","RB","4500","0.4","-6.5","0.0","80468-80299","3.1"
"Mike Thomas","CIN","DAL","WR","5300","2.0","-6.5","0.0","80468-55694","4.9"
"Mike Boone","DEN","HOU","RB","4600","0.6","-6.5","0.0","80468-58041","4.4"
"Keke Coutee","IND","JAX","WR","4500","0.4","-6.5","0.0","80468-64242","2.2"
"Jakob Johnson","LV","ARI","RB","4500","0.5","-6.5","0.0","80468-52409","4.2"
"Jaylen Warren","PIT","NE","RB","5500","2.4","-6.5","0.0","80468-112057","5.0"
"Gunner Olszewski","PIT","NE","WR","4500","0.4","-6.5","0.0","80468-104577","1.9"
"Michael Woods II","CLE","NYJ","WR","4500","0.2","-6.7","0.0","80468-89997","2.3"
"Troy Hairston","HOU","DEN","RB","4500","0.2","-6.7","0.0","80468-90458","2.7"
"O.J. Howard","HOU","DEN","TE","5000","1.2","-6.7","0.0","80468-39286","2.8"
"Lil'Jordan Humphrey","NE","PIT","WR","4500","0.2","-6.7","0.0","80468-71031","1.7"
"Miles Boykin","PIT","NE","WR","4600","0.4","-6.7","0.0","80468-64827","2.0"
"Darrel Williams","ARI","LV","RB","4600","0.3","-6.8","0.0","80468-52897","2.1"
"Keith Smith","ATL","LA","RB","4500","0.1","-6.8","0.0","80468-43973","1.9"
"Rashard Higgins","CAR","NYG","WR","4700","0.5","-6.9","0.0","80468-45791","2.8"
"Montrell Washington","DEN","HOU","WR","4600","0.3","-6.9","0.0","80468-95854","3.1"
"Quintez Cephus","DET","WAS","WR","4600","0.3","-6.9","0.0","80468-71957","2.3"
"Marquez Callaway","NO","TB","WR","4700","0.4","-6.9","0.0","80468-71246","2.1"
"Jeff Smith","NYJ","CLE","WR","4600","0.2","-6.9","0.0","80468-64350","1.5"
"Derek Watt","PIT","NE","RB","4500","0.1","-6.9","0.0","80468-28890","2.0"
"Dax Milne","WAS","DET","WR","4600","0.2","-6.9","0.0","80468-90408","3.1"
"Cam Sims","WAS","DET","WR","4600","0.3","-6.9","0.0","80468-54472","3.0"
"Craig Reynolds","DET","WAS","RB","4600","0.2","-7.0","0.0","80468-104424","3.8"
"Tony Jones Jr.","NO","TB","RB","4600","0.1","-7.0","0.0","80468-73121","2.3"
"Gary Brightwell","NYG","CAR","RB","4600","0.2","-7.0","0.0","80468-88109","3.4"
"Avery Williams","ATL","LA","RB","4700","0.2","-7.1","0.0","80468-72772","2.1"
"KaVontae Turpin","DAL","CIN","WR","4700","0.2","-7.1","0.0","80468-60957","0.5"
"Brandon Powell","LA","ATL","WR","4700","0.2","-7.1","0.0","80468-52345","3.3"
"Brandon Powell","LA","ATL","WR","4700","0.2","-7.1","0.0","80468-52345","3.3"
"Deonte Harty","NO","TB","WR","4800","0.4","-7.1","0.0","80468-104176","2.0"
"Dee Eskridge","SEA","SF","WR","5000","0.9","-7.1","0.0","80468-72182","1.9"
"Darius Slayton","NYG","CAR","WR","5000","0.6","-7.3","0.0","80468-63819","2.4"
"Tyrion Davis-Price","SF","SEA","RB","5000","0.4","-7.5","0.0","80468-102893","2.8"
"Mike Davis","BAL","MIA","RB","5100","0.3","-7.8","0.0","80468-30635","2.9"
"Chris Evans","CIN","DAL","RB","5000","0.2","-7.8","0.0","80468-73130","2.7"
"Giovani Bernard","TB","NO","RB","5200","0.5","-7.8","0.0","80468-25290","1.9"
"Taysom Hill","NO","TB","TE","6200","4.1","-9.1","0.5","80468-45565","8.1"
"DeeJay Dallas","SEA","SF","RB","5700","0.2","-9.1","0.0","80468-94087","1.0"
"Armani Rogers","WAS","DET","QB","6000","0.1","-9.7","0.0","80468-72863","2.0"
"Jeff Driskel","HOU","DEN","QB","6000","0.2","-12.4","0.0","80468-30253","4.2"
